BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
filemon	1	10	01	παρακαλῶ	01,02	te ruego	expanded
filemon	1	10	02	σε	01	te	shared
filemon	1	10	03	περὶ	03	por	direct
filemon	1	10	04	τοῦ	04	mi	expanded
filemon	1	10	05	ἐμοῦ	04	mi	shared
filemon	1	10	06	τέκνου,	05	hijo	direct
filemon	1	10	07	ὃν	07,08	a quien	expanded
filemon	1	10	08	ἐγέννησα	09,10	he engendrado	expanded
filemon	1	10	09	ἐν	11	en	direct
filemon	1	10	10	τοῖς	12	mis	expanded
filemon	1	10	11	⸀δεσμοῖς	13	prisiones;	direct
filemon	1	10	12	Ὀνήσιμον,	06	Onésimo,	direct
