BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1cor	2	10	01	ἡμῖν	03	nos	direct
1cor	2	10	02	γὰρ	01	pero	direct
1cor	2	10	03	ἀπεκάλυψεν	04-05	las reveló	expanded
1cor	2	10	04	ὁ	-	-	missing
1cor	2	10	05	θεὸς	02	dios	direct
1cor	2	10	06	διὰ	06-07	por medio	expanded
1cor	2	10	07	τοῦ	08	del	direct
1cor	2	10	08	πνεύματος	09	espíritu	direct
1cor	2	10	09	τὸ	11	el	direct
1cor	2	10	10	γὰρ	10	porque	direct
1cor	2	10	11	πνεῦμα	12	espíritu	direct
1cor	2	10	12	πάντα	13	todo	direct
1cor	2	10	13	ἐραυνᾷ	14-15	lo escudriña	expanded
1cor	2	10	14	καὶ	16	aun	expanded
1cor	2	10	15	τὰ	17	las	direct
1cor	2	10	16	βάθη	18	profundidades	direct
1cor	2	10	17	τοῦ	19	de	direct
1cor	2	10	18	θεοῦ	20	dios	direct
