BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1corintios	8	6	01	ἀλλʼ	01,02	pero para	expanded
1corintios	8	6	02	ἡμῖν	03,04,05,06,07,08,09,10	nosotros hay un solo dios el padre de	expanded
1corintios	8	6	03	εἷς	03,04,05,06,07,08,09,10	nosotros hay un solo dios el padre de	shared
1corintios	8	6	04	θεὸς	03,04,05,06,07,08,09,10	nosotros hay un solo dios el padre de	shared
1corintios	8	6	05	ὁ	03,04,05,06,07,08,09,10	nosotros hay un solo dios el padre de	shared
1corintios	8	6	06	πατήρ	03,04,05,06,07,08,09,10	nosotros hay un solo dios el padre de	shared
1corintios	8	6	07	ἐξ	11,12,13,14,15,16	quien proceden todas las cosas y	expanded
1corintios	8	6	08	οὗ	11,12,13,14,15,16	quien proceden todas las cosas y	shared
1corintios	8	6	09	τὰ	11,12,13,14,15,16	quien proceden todas las cosas y	shared
1corintios	8	6	10	πάντα	11,12,13,14,15,16	quien proceden todas las cosas y	shared
1corintios	8	6	11	καὶ	17,18,19,20,21	nosotros somos para él y	expanded
1corintios	8	6	12	ἡμεῖς	17,18,19,20,21	nosotros somos para él y	shared
1corintios	8	6	13	εἰς	17,18,19,20,21	nosotros somos para él y	shared
1corintios	8	6	14	αὐτόν	17,18,19,20,21	nosotros somos para él y	shared
1corintios	8	6	15	καὶ	22,23,24,25,26	un solo señor jesucristo por	expanded
1corintios	8	6	16	εἷς	22,23,24,25,26	un solo señor jesucristo por	shared
1corintios	8	6	17	κύριος	22,23,24,25,26	un solo señor jesucristo por	shared
1corintios	8	6	18	ἰησοῦς	22,23,24,25,26	un solo señor jesucristo por	shared
1corintios	8	6	19	χριστός	22,23,24,25,26	un solo señor jesucristo por	shared
1corintios	8	6	20	διʼ	27,28,29,30,31,32	quien son todas las cosas y	expanded
1corintios	8	6	21	οὗ	27,28,29,30,31,32	quien son todas las cosas y	shared
1corintios	8	6	22	τὰ	27,28,29,30,31,32	quien son todas las cosas y	shared
1corintios	8	6	23	πάντα	27,28,29,30,31,32	quien son todas las cosas y	shared
1corintios	8	6	24	καὶ	33,34,35,36,37,38	por medio de él existimos nosotros	expanded
1corintios	8	6	25	ἡμεῖς	33,34,35,36,37,38	por medio de él existimos nosotros	shared
1corintios	8	6	26	διʼ	33,34,35,36,37,38	por medio de él existimos nosotros	shared
1corintios	8	6	27	αὐτοῦ	33,34,35,36,37,38	por medio de él existimos nosotros	shared
