BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1corintios	7	34	01	καὶ	01,02	y sus	expanded
1corintios	7	34	02	μεμέρισται	03	intereses	direct
1corintios	7	34	03	καὶ	04,05	están divididos	expanded
1corintios	7	34	04	ἡ	06	la	direct
1corintios	7	34	05	γυνὴ	07,08	mujer que	expanded
1corintios	7	34	06	ἡ	13	la	direct
1corintios	7	34	07	ἄγαμος	14,15	virgen se	expanded
1corintios	7	34	08	καὶ	16,17	preocupan por	expanded
1corintios	7	34	09	ἡ	18	las	direct
1corintios	7	34	10	παρθένος	19	cosas	direct
1corintios	7	34	11	μεριμνᾷ	20	del	direct
1corintios	7	34	12	τὰ	21	señor	direct
1corintios	7	34	13	τοῦ	22	para	direct
1corintios	7	34	14	κυρίου	23,24	ser santas	expanded
1corintios	7	34	15	ἵνα	25,26,27,28	tanto en cuerpo como	expanded
1corintios	7	34	16	ᾖ	29	en	direct
1corintios	7	34	17	ἁγία	30	espíritu	direct
1corintios	7	34	18	καὶ	31,32	pero la	expanded
1corintios	7	34	19	τῷ	33	casada	direct
1corintios	7	34	20	σώματι	34	se	direct
1corintios	7	34	21	καὶ	35,36	preocupa por	expanded
1corintios	7	34	22	⸁τῷ	37	las	direct
1corintios	7	34	23	πνεύματι	38	cosas	direct
1corintios	7	34	24	ἡ	39	del	direct
1corintios	7	34	25	δὲ	40,41	mundo de	expanded
1corintios	7	34	26	γαμήσασα	42	cómo	direct
1corintios	7	34	27	μεριμνᾷ	43	agradar	direct
1corintios	7	34	28	τὰ	44	a	direct
1corintios	7	34	29	τοῦ	45	su	direct
1corintios	7	34	30	κόσμου	46	marido	direct
1corintios	7	34	31	πῶς	-	-	missing
1corintios	7	34	32	ἀρέσῃ	-	-	missing
1corintios	7	34	33	τῷ	-	-	missing
1corintios	7	34	34	ἀνδρί	-	-	missing
