BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1cor	3	16	01	οὐκ	01	no	direct
1cor	3	16	02	οἴδατε	02	saben	direct
1cor	3	16	03	ὅτι	03	que	direct
1cor	3	16	04	ναὸς	06	templo	direct
1cor	3	16	05	θεοῦ	07-08	de dios	expanded
1cor	3	16	06	ἐστε	04-05	ustedes son	expanded
1cor	3	16	07	καὶ	09-10	y que	expanded
1cor	3	16	08	τὸ	11	el	direct
1cor	3	16	09	πνεῦμα	12	espíritu	direct
1cor	3	16	10	τοῦ	13	de	direct
1cor	3	16	11	θεοῦ	14	dios	direct
1cor	3	16	12	οἰκεῖ	15	habita	direct
1cor	3	16	13	ἐν	16	en	direct
1cor	3	16	14	ὑμῖν	17	ustedes	direct
