BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1corintios	15	38	01	ὁ	01,02	pero dios	expanded
1corintios	15	38	02	δὲ	-	-	shared
1corintios	15	38	03	θεὸς	-	-	shared
1corintios	15	38	04	δίδωσιν	03,04,05	le da un	expanded
1corintios	15	38	05	αὐτῷ	-	-	shared
1corintios	15	38	06	σῶμα	06	cuerpo	direct
1corintios	15	38	07	καθὼς	07	como	direct
1corintios	15	38	08	ἠθέλησεν	08,09	él quiso	expanded
1corintios	15	38	09	καὶ	10	y	direct
1corintios	15	38	10	ἑκάστῳ	11,12	a cada	expanded
1corintios	15	38	11	τῶν	13	semilla	direct
1corintios	15	38	12	σπερμάτων	14,15,16	su propio cuerpo	expanded
1corintios	15	38	13	ἴδιον	-	-	shared
1corintios	15	38	14	σῶμα	-	-	shared
