BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1corintios	14	37	01	εἴ	01	si	direct
1corintios	14	37	02	τις	01	si	shared
1corintios	14	37	03	δοκεῖ	02,03	alguien piensa	expanded
1corintios	14	37	04	προφήτης	04	que	direct
1corintios	14	37	05	εἶναι	05,06	es profeta	expanded
1corintios	14	37	06	ἢ	07	o	direct
1corintios	14	37	07	πνευματικός	08	espiritual	direct
1corintios	14	37	08	ἐπιγινωσκέτω	09	reconozca	direct
1corintios	14	37	09	ἃ	10,11,12	que lo que	expanded
1corintios	14	37	10	γράφω	14	escribo	direct
1corintios	14	37	11	ὑμῖν	13	les	direct
1corintios	14	37	12	ὅτι	15	es	direct
1corintios	14	37	13	κυρίου	17,18	del señor	expanded
1corintios	14	37	14	ἐστίν	16	mandamiento	direct
