BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1cor	4	11	01	ἄχρι	01	hasta	direct
1cor	4	11	02	τῆς	02	el	direct
1cor	4	11	03	ἄρτι	04	presente	direct
1cor	4	11	04	ὥρας	03	momento	direct
1cor	4	11	05	καὶ	-	-	missing
1cor	4	11	06	πεινῶμεν	05-06	pasamos hambre	expanded
1cor	4	11	07	καὶ	07	y	direct
1cor	4	11	08	διψῶμεν	08	sed	direct
1cor	4	11	09	καὶ	-	-	missing
1cor	4	11	10	γυμνιτεύομεν	09-11	andamos mal vestidos	expanded
1cor	4	11	11	καὶ	-	-	missing
1cor	4	11	12	κολαφιζόμεθα	12-13	somos maltratados	expanded
1cor	4	11	13	καὶ	14	y	direct
1cor	4	11	14	ἀστατοῦμεν	15-18	no tenemos dónde vivir	expanded
