BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1corintios	14	1	01	διώκετε	01	procuren	direct
1corintios	14	1	02	τὴν	02	alcanzar	direct
1corintios	14	1	03	ἀγάπην	03	el	direct
1corintios	14	1	04	ζηλοῦτε	04	amor	direct
1corintios	14	1	05	δὲ	05,06	pero también	expanded
1corintios	14	1	06	τὰ	09	los	direct
1corintios	14	1	07	πνευματικά	10	dones	direct
1corintios	14	1	08	μᾶλλον	11	espirituales	direct
1corintios	14	1	09	δὲ	12,13	sobre todo	expanded
1corintios	14	1	10	ἵνα	14,15	que profeticen	expanded
1corintios	14	1	11	προφητεύητε	-	-	missing
