BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1corintios	7	39	01	γυνὴ	01,02	la mujer	expanded
1corintios	7	39	02	δέδεται	03,04	está ligada	expanded
1corintios	7	39	03	ἐφʼ	05	mientras	direct
1corintios	7	39	04	ὅσον	06	el	direct
1corintios	7	39	05	χρόνον	07	marido	direct
1corintios	7	39	06	ζῇ	08	vive	direct
1corintios	7	39	07	ὁ	09	pero	direct
1corintios	7	39	08	ἀνὴρ	10	si	direct
1corintios	7	39	09	αὐτῆς	11	el	direct
1corintios	7	39	10	ἐὰν	12,13	marido muere	expanded
1corintios	7	39	11	δὲ	12,13	marido muere	shared
1corintios	7	39	12	κοιμηθῇ	14	está	direct
1corintios	7	39	13	ὁ	15	en	direct
1corintios	7	39	14	ἀνήρ	16	libertad	direct
1corintios	7	39	15	ἐλευθέρα	17,18,19	de casarse con	expanded
1corintios	7	39	16	ἐστὶν	17,18,19	de casarse con	shared
1corintios	7	39	17	ᾧ	20	quien	direct
1corintios	7	39	18	θέλει	21	desee	direct
1corintios	7	39	19	γαμηθῆναι	22,23,24	solo que sea	expanded
1corintios	7	39	20	μόνον	25	en	direct
1corintios	7	39	21	ἐν	26,27	el señor	expanded
1corintios	7	39	22	κυρίῳ	-	-	missing
