BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1cor	1	7	01	ὥστε	01-03	de manera que	expanded
1cor	1	7	02	ὑμᾶς	05	les	direct
1cor	1	7	03	μὴ	04	nada	expanded
1cor	1	7	04	ὑστερεῖσθαι	06	falta	direct
1cor	1	7	05	ἐν	07	en	direct
1cor	1	7	06	μηδενὶ	08	ningún	direct
1cor	1	7	07	χαρίσματι	09	don	direct
1cor	1	7	08	ἀπεκδεχομένους	10-11	esperando ansiosamente	expanded
1cor	1	7	09	τὴν	12	la	direct
1cor	1	7	10	ἀποκάλυψιν	13	revelación	direct
1cor	1	7	11	τοῦ	14	de	direct
1cor	1	7	12	κυρίου	16	señor	direct
1cor	1	7	13	ἡμῶν	15	nuestro	direct
1cor	1	7	14	ἰησοῦ	17	jesucristo	merged-forward
1cor	1	7	15	χριστοῦ	17	jesucristo	shared
