BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1cor	1	21	01	ἐπειδὴ	02-03	ya que	expanded
1cor	1	21	02	γὰρ	01	pues	direct
1cor	1	21	03	ἐν	04	en	direct
1cor	1	21	04	τῇ	05	la	direct
1cor	1	21	05	σοφίᾳ	06	sabiduría	direct
1cor	1	21	06	τοῦ	07	de	direct
1cor	1	21	07	θεοῦ	08	dios	direct
1cor	1	21	08	οὐκ	11	no	direct
1cor	1	21	09	ἔγνω	12	conoció	direct
1cor	1	21	10	ὁ	09	el	direct
1cor	1	21	11	κόσμος	10	mundo	direct
1cor	1	21	12	διὰ	15-17	por medio de	expanded
1cor	1	21	13	τῆς	18-19	su propia	expanded
1cor	1	21	14	σοφίας	20	sabiduría	direct
1cor	1	21	15	τὸν	13	a	expanded
1cor	1	21	16	θεόν	14	dios	direct
1cor	1	21	17	εὐδόκησεν	21	agradó	direct
1cor	1	21	18	ὁ	22	a	expanded
1cor	1	21	19	θεὸς	23	dios	direct
1cor	1	21	20	διὰ	24	mediante	expanded
1cor	1	21	21	τῆς	25	la	direct
1cor	1	21	22	μωρίας	26	necedad	direct
1cor	1	21	23	τοῦ	27-28	de la	expanded
1cor	1	21	24	κηρύγματος	29	predicación	direct
1cor	1	21	25	σῶσαι	30	salvar	direct
1cor	1	21	26	τοὺς	31-33	a los que	expanded
1cor	1	21	27	πιστεύοντας	34	creen	direct
