BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1corintios	11	2	01	ἐπαινῶ	01,02	los alabo	expanded
1corintios	11	2	02	δὲ	03	porque	direct
1corintios	11	2	03	ὑμᾶς	04	en	direct
1corintios	11	2	04	ὅτι	05	todo	direct
1corintios	11	2	05	πάντα	06	se	direct
1corintios	11	2	06	μου	08	de	direct
1corintios	11	2	07	μέμνησθε	07	acuerdan	direct
1corintios	11	2	08	καὶ	09,10	mí y	expanded
1corintios	11	2	09	καθὼς	16,17	tal como	expanded
1corintios	11	2	10	παρέδωκα	18,19,20,21	yo se las entregué	expanded
1corintios	11	2	11	ὑμῖν	18,19,20,21	yo se las entregué	shared
1corintios	11	2	12	τὰς	12	las	direct
1corintios	11	2	13	παραδόσεις	13	tradiciones	direct
1corintios	11	2	14	κατέχετε	11,14,15	guardan con firmeza	expanded
