BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1cor	5	11	01	νῦν	03-04	en efecto	expanded
1cor	5	11	02	δὲ	01-02	sino que	expanded
1cor	5	11	03	ἔγραψα	06	escribí	direct
1cor	5	11	04	ὑμῖν	05	les	direct
1cor	5	11	05	μὴ	07-09	que no anduvieran	expanded
1cor	5	11	06	συναναμίγνυσθαι	10-12	en compañía de	expanded
1cor	5	11	07	ἐάν	14	que	expanded
1cor	5	11	08	τις	13	ninguno	direct
1cor	5	11	09	ἀδελφὸς	16	hermano	direct
1cor	5	11	10	ὀνομαζόμενος	15	llamándose	direct
1cor	5	11	11	ᾖ	17-19	es una persona	expanded
1cor	5	11	12	πόρνος	20	inmoral	direct
1cor	5	11	13	ἢ	21	o	direct
1cor	5	11	14	πλεονέκτης	22	avaro	direct
1cor	5	11	15	ἢ	23	o	direct
1cor	5	11	16	εἰδωλολάτρης	24	idólatra	direct
1cor	5	11	17	ἢ	25	o	direct
1cor	5	11	18	λοίδορος	26	difamador	direct
1cor	5	11	19	ἢ	27	o	direct
1cor	5	11	20	μέθυσος	28	borracho	direct
1cor	5	11	21	ἢ	29	o	direct
1cor	5	11	22	ἅρπαξ	30	estafador	direct
1cor	5	11	23	τῷ	31-33	con esa persona	expanded
1cor	5	11	24	τοιούτῳ	31-33	con esa persona	shared
1cor	5	11	25	μηδὲ	34-35	ni siquiera	expanded
1cor	5	11	26	συνεσθίειν	36	coman	direct
