BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1cor	2	1	01	κἀγὼ	01-02	por eso	expanded
1cor	2	1	02	ἐλθὼν	03-04	cuando fui	expanded
1cor	2	1	03	πρὸς	05	a	direct
1cor	2	1	04	ὑμᾶς	06	ustedes	direct
1cor	2	1	05	ἀδελφοί	07	hermanos	direct
1cor	2	1	06	ἦλθον	14	fui	direct
1cor	2	1	07	οὐ	13	no	direct
1cor	2	1	08	καθʼ	15	con	direct
1cor	2	1	09	ὑπεροχὴν	16	superioridad	direct
1cor	2	1	10	λόγου	17-18	de palabra	expanded
1cor	2	1	11	ἢ	19	o	direct
1cor	2	1	12	σοφίας	20-21	de sabiduría	expanded
1cor	2	1	13	καταγγέλλων	08	proclamándoles	direct
1cor	2	1	14	ὑμῖν	08	proclamándoles	shared
1cor	2	1	15	τὸ	09	el	direct
1cor	2	1	16	μαρτύριον	10	testimonio	direct
1cor	2	1	17	τοῦ	11	de	direct
1cor	2	1	18	θεοῦ	12	dios	direct
