BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1cor	4	5	01	ὥστε	01-02	por tanto	expanded
1cor	4	5	02	μὴ	03	no	direct
1cor	4	5	03	πρὸ	05-06	antes de	expanded
1cor	4	5	04	καιροῦ	07-09	tiempo sino esperen	expanded
1cor	4	5	05	τι	-	-	missing
1cor	4	5	06	κρίνετε	04	juzguen	direct
1cor	4	5	07	ἕως	10-11	hasta que	expanded
1cor	4	5	08	ἂν	-	-	missing
1cor	4	5	09	ἔλθῃ	14	venga	direct
1cor	4	5	10	ὁ	12	el	direct
1cor	4	5	11	κύριος	13	señor	direct
1cor	4	5	12	ὃς	15-16	el cual	expanded
1cor	4	5	13	καὶ	28	también	direct
1cor	4	5	14	φωτίσει	17-20	sacará a la luz	expanded
1cor	4	5	15	τὰ	21-22	las cosas	expanded
1cor	4	5	16	κρυπτὰ	23	ocultas	direct
1cor	4	5	17	τοῦ	24-25	en las	expanded
1cor	4	5	18	σκότους	26	tinieblas	direct
1cor	4	5	19	καὶ	27	y	direct
1cor	4	5	20	φανερώσει	29-31	pondrá de manifiesto	expanded
1cor	4	5	21	τὰς	32	los	expanded
1cor	4	5	22	βουλὰς	33	designios	direct
1cor	4	5	23	τῶν	34-35	de los	expanded
1cor	4	5	24	καρδιῶν	36	corazones	direct
1cor	4	5	25	καὶ	37	entonces	expanded
1cor	4	5	26	τότε	-	-	missing
1cor	4	5	27	ὁ	45	la	direct
1cor	4	5	28	ἔπαινος	46-49	alabanza que le corresponda	expanded
1cor	4	5	29	γενήσεται	40	recibirá	expanded
1cor	4	5	30	ἑκάστῳ	38-39	cada uno	expanded
1cor	4	5	31	ἀπὸ	41-43	de parte de	expanded
1cor	4	5	32	τοῦ	-	-	missing
1cor	4	5	33	θεοῦ	44	dios	direct
