BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1cor	1	1	01	παῦλος	01	pablo	direct
1cor	1	1	02	κλητὸς	02-04	llamado a ser	expanded
1cor	1	1	03	ἀπόστολος	05	apóstol	direct
1cor	1	1	04	χριστοῦ	06-07	de jesucristo	merged-forward
1cor	1	1	05	ἰησοῦ	06-07	de jesucristo	shared
1cor	1	1	06	διὰ	08	por	direct
1cor	1	1	07	θελήματος	09-10	la voluntad	expanded
1cor	1	1	08	θεοῦ	11-12	de dios	expanded
1cor	1	1	09	καὶ	13	y	direct
1cor	1	1	10	σωσθένης	14	sóstenes	direct
1cor	1	1	11	ὁ	-	-	missing
1cor	1	1	12	ἀδελφὸς	15-16	nuestro hermano	expanded
