BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1corintios	11	30	01	διὰ	01,02,03	por esta razón	expanded
1corintios	11	30	02	τοῦτο	04	hay	direct
1corintios	11	30	03	ἐν	05,06,07	muchos débiles y	expanded
1corintios	11	30	04	ὑμῖν	08	enfermos	direct
1corintios	11	30	05	πολλοὶ	09	entre	direct
1corintios	11	30	06	ἀσθενεῖς	10	ustedes	direct
1corintios	11	30	07	καὶ	11,12	y muchos	expanded
1corintios	11	30	08	ἄρρωστοι	13	duermen	direct
1corintios	11	30	09	καὶ	-	-	missing
1corintios	11	30	10	κοιμῶνται	-	-	missing
1corintios	11	30	11	ἱκανοί	-	-	missing
