BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1cor	3	12	01	εἰ	03	si	direct
1cor	3	12	02	δέ	01-02	ahora bien	expanded
1cor	3	12	03	τις	07	alguien	direct
1cor	3	12	04	ἐποικοδομεῖ	08	edifica	direct
1cor	3	12	05	ἐπὶ	04	sobre	direct
1cor	3	12	06	τὸν	05	este	expanded
1cor	3	12	07	θεμέλιον	06	fundamento	direct
1cor	3	12	08	χρυσόν	09-10	con oro	expanded
1cor	3	12	09	ἄργυρον	11	plata	direct
1cor	3	12	10	λίθους	12	piedras	direct
1cor	3	12	11	τιμίους	13	preciosas	direct
1cor	3	12	12	ξύλα	14	madera	direct
1cor	3	12	13	χόρτον	15	heno	direct
1cor	3	12	14	καλάμην	16	paja	direct
