BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1corintios	4	17	01	διὰ	01,02,03	por esta razón	expanded
1corintios	4	17	02	τοῦτο	04	les	direct
1corintios	4	17	03	ἔπεμψα	05	he	direct
1corintios	4	17	04	ὑμῖν	06	enviado	direct
1corintios	4	17	05	τιμόθεον	07	a	direct
1corintios	4	17	06	ὅς	08	timoteo	direct
1corintios	4	17	07	ἐστίν	09	que	direct
1corintios	4	17	08	μου	10	es	direct
1corintios	4	17	09	τέκνον	11	mi	direct
1corintios	4	17	10	ἀγαπητὸν	12	hijo	direct
1corintios	4	17	11	καὶ	13,14	amado y	expanded
1corintios	4	17	12	πιστὸν	15	fiel	direct
1corintios	4	17	13	ἐν	16,17,18	en el señor	expanded
1corintios	4	17	14	κυρίῳ	19,20,21	él les recordará	expanded
1corintios	4	17	15	ὃς	22	mis	direct
1corintios	4	17	16	ὑμᾶς	24	los	direct
1corintios	4	17	17	ἀναμνήσει	25	caminos	direct
1corintios	4	17	18	τὰς	26	en	direct
1corintios	4	17	19	ὁδούς	27	cristo	direct
1corintios	4	17	20	μου	28	tal	direct
1corintios	4	17	21	τὰς	29	como	direct
1corintios	4	17	22	ἐν	30,31,32	yo enseño en	expanded
1corintios	4	17	23	χριστῷ	33	todas	direct
1corintios	4	17	24	ἰησοῦ	34	partes	direct
1corintios	4	17	25	καθὼς	35	en	direct
1corintios	4	17	26	πανταχοῦ	36	cada	direct
1corintios	4	17	27	ἐν	37	iglesia	expanded
1corintios	4	17	28	πάσῃ	-	-	missing
1corintios	4	17	29	ἐκκλησίᾳ	-	-	missing
1corintios	4	17	30	διδάσκω	-	-	missing
