BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1corintios	2	9	01	ἀλλὰ	01,02	sino como	expanded
1corintios	2	9	02	καθὼς	03	está	direct
1corintios	2	9	03	γέγραπται	04	escrito	direct
1corintios	2	9	04	ἃ	05	cosas	direct
1corintios	2	9	05	ὀφθαλμὸς	06	que	direct
1corintios	2	9	06	οὐκ	08	no	direct
1corintios	2	9	07	εἶδεν	09	vio	direct
1corintios	2	9	08	καὶ	10,11	ni oído	expanded
1corintios	2	9	09	οὖς	12	oyó	direct
1corintios	2	9	10	οὐκ	13	ni	direct
1corintios	2	9	11	ἤκουσεν	14	han	direct
1corintios	2	9	12	καὶ	15,16	entrado al	expanded
1corintios	2	9	13	ἐπὶ	17,18,19	corazón del hombre	expanded
1corintios	2	9	14	καρδίαν	20	son	direct
1corintios	2	9	15	ἀνθρώπου	21	las	direct
1corintios	2	9	16	οὐκ	22	cosas	direct
1corintios	2	9	17	ἀνέβη	23	que	direct
1corintios	2	9	18	ὅσα	24	dios	direct
1corintios	2	9	19	ἡτοίμασεν	25	ha	direct
1corintios	2	9	20	ὁ	26	preparado	direct
1corintios	2	9	21	θεὸς	27	para	direct
1corintios	2	9	22	τοῖς	28	los	direct
1corintios	2	9	23	ἀγαπῶσιν	29	que	direct
1corintios	2	9	24	αὐτόν	30	lo	direct
