BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1cor	7	15	01	εἰ	03	si	direct
1cor	7	15	02	δὲ	01-02	sin embargo	expanded
1cor	7	15	03	ὁ	04	el	direct
1cor	7	15	04	ἄπιστος	05-08	que no es creyente	expanded
1cor	7	15	05	χωρίζεται	09-10	se separa	expanded
1cor	7	15	06	χωριζέσθω	11-13	que se separe	expanded
1cor	7	15	07	οὐ	22	no	direct
1cor	7	15	08	δεδούλωται	23-24	están obligados	expanded
1cor	7	15	09	ὁ	17	el	direct
1cor	7	15	10	ἀδελφὸς	18	hermano	direct
1cor	7	15	11	ἢ	19	o	direct
1cor	7	15	12	ἡ	20	la	direct
1cor	7	15	13	ἀδελφὴ	21	hermana	direct
1cor	7	15	14	ἐν	14	en	direct
1cor	7	15	15	τοῖς	15	tales	direct
1cor	7	15	16	τοιούτοις	16	casos	direct
1cor	7	15	17	ἐν	31-33	para vivir en	expanded
1cor	7	15	18	δὲ	25-26	sino que	expanded
1cor	7	15	19	εἰρήνῃ	34	paz	direct
1cor	7	15	20	κέκληκεν	29-30	ha llamado	expanded
1cor	7	15	21	ἡμᾶς	28	nos	direct
1cor	7	15	22	ὁ	27	dios	merged-forward
1cor	7	15	23	θεός	27	dios	shared
