BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1corintios	15	21	01	ἐπειδὴ	01,02	porque ya	expanded
1corintios	15	21	02	γὰρ	-	-	shared
1corintios	15	21	03	διʼ	03,04	que la	expanded
1corintios	15	21	04	ἀνθρώπου	05,06	muerte entró	expanded
1corintios	15	21	05	θάνατος	-	-	shared
1corintios	15	21	06	καὶ	07	y	direct
1corintios	15	21	07	διʼ	08,09	por un hombre	expanded
1corintios	15	21	08	ἀνθρώπου	-	-	shared
1corintios	15	21	09	ἀνάστασις	10,11,12,13,14,15	también por un hombre vino la resurrección de	expanded
1corintios	15	21	10	νεκρῶν	16,17,18,19	los muertos	expanded
