BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1cor	1	17	01	οὐ	03	no	direct
1cor	1	17	02	γὰρ	01	pues	direct
1cor	1	17	03	ἀπέστειλέν	05	envió	direct
1cor	1	17	04	με	04	me	direct
1cor	1	17	05	χριστὸς	02	cristo	direct
1cor	1	17	06	βαπτίζειν	06-07	a bautizar	expanded
1cor	1	17	07	ἀλλὰ	08	sino	direct
1cor	1	17	08	εὐαγγελίζεσθαι	09-12	a predicar el evangelio	expanded
1cor	1	17	09	οὐκ	13	no	direct
1cor	1	17	10	ἐν	14	con	expanded
1cor	1	17	11	σοφίᾳ	16	elocuentes	expanded
1cor	1	17	12	λόγου	15	palabras	direct
1cor	1	17	13	ἵνα	17-18	para que	expanded
1cor	1	17	14	μὴ	19	no	direct
1cor	1	17	15	κενωθῇ	20-22	se haga vana	expanded
1cor	1	17	16	ὁ	23	la	direct
1cor	1	17	17	σταυρὸς	24	cruz	direct
1cor	1	17	18	τοῦ	25	de	direct
1cor	1	17	19	χριστοῦ	26	cristo	direct
