BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1cor	6	15	01	οὐκ	01	no	direct
1cor	6	15	02	οἴδατε	02	saben	direct
1cor	6	15	03	ὅτι	03	que	direct
1cor	6	15	04	τὰ	04	sus	expanded
1cor	6	15	05	σώματα	05	cuerpos	direct
1cor	6	15	06	ὑμῶν	04	sus	shared
1cor	6	15	07	μέλη	07	miembros	direct
1cor	6	15	08	χριστοῦ	08-09	de cristo	expanded
1cor	6	15	09	ἐστιν	06	son	direct
1cor	6	15	10	ἄρας	10-11	tomaré acaso	expanded
1cor	6	15	11	οὖν	-	-	missing
1cor	6	15	12	τὰ	12	los	direct
1cor	6	15	13	μέλη	13	miembros	direct
1cor	6	15	14	τοῦ	14	de	direct
1cor	6	15	15	χριστοῦ	15	cristo	direct
1cor	6	15	16	ποιήσω	16-18	y los haré	expanded
1cor	6	15	17	πόρνης	20-22	de una ramera	expanded
1cor	6	15	18	μέλη	19	miembros	direct
1cor	6	15	19	μὴ	23-25	de ningún modo	expanded
1cor	6	15	20	γένοιτο	23-25	de ningún modo	shared
