BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1corintios	11	7	01	ἀνὴρ	01	pues	direct
1corintios	11	7	02	μὲν	02	el	direct
1corintios	11	7	03	γὰρ	03	hombre	direct
1corintios	11	7	04	οὐκ	04	no	direct
1corintios	11	7	05	ὀφείλει	05,06	debe cubrirse	expanded
1corintios	11	7	06	κατακαλύπτεσθαι	07	la	direct
1corintios	11	7	07	τὴν	13	la	direct
1corintios	11	7	08	κεφαλήν	14	imagen	direct
1corintios	11	7	09	εἰκὼν	15	y	direct
1corintios	11	7	10	καὶ	16,17	gloria de	expanded
1corintios	11	7	11	δόξα	18	dios	direct
1corintios	11	7	12	θεοῦ	19,20	pero la	expanded
1corintios	11	7	13	ὑπάρχων	21	mujer	direct
1corintios	11	7	14	ἡ	23	la	direct
1corintios	11	7	15	γυνὴ	24,25	gloria del	expanded
1corintios	11	7	16	δὲ	26	hombre	expanded
1corintios	11	7	17	δόξα	-	-	missing
1corintios	11	7	18	ἀνδρός	-	-	missing
1corintios	11	7	19	ἐστιν	-	-	missing
