BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1cor	4	10	01	ἡμεῖς	01-02	nosotros somos	expanded
1cor	4	10	02	μωροὶ	03	necios	direct
1cor	4	10	03	διὰ	04-06	por amor de	expanded
1cor	4	10	04	χριστόν	07	cristo	direct
1cor	4	10	05	ὑμεῖς	09	ustedes	direct
1cor	4	10	06	δὲ	08	pero	direct
1cor	4	10	07	φρόνιμοι	10	prudentes	direct
1cor	4	10	08	ἐν	11	en	direct
1cor	4	10	09	χριστῷ	12	cristo	direct
1cor	4	10	10	ἡμεῖς	13-14	nosotros somos	expanded
1cor	4	10	11	ἀσθενεῖς	15	débiles	direct
1cor	4	10	12	ὑμεῖς	17	ustedes	direct
1cor	4	10	13	δὲ	16	pero	direct
1cor	4	10	14	ἰσχυροί	18	fuertes	direct
1cor	4	10	15	ὑμεῖς	19-20	ustedes son	expanded
1cor	4	10	16	ἔνδοξοι	21	distinguidos	direct
1cor	4	10	17	ἡμεῖς	23	nosotros	direct
1cor	4	10	18	δὲ	22	pero	direct
1cor	4	10	19	ἄτιμοι	24-25	sin honra	expanded
