BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1corintios	14	7	01	ὅμως	01	aun	direct
1corintios	14	7	02	τὰ	02	las	direct
1corintios	14	7	03	ἄψυχα	03,04	cosas inanimadas	expanded
1corintios	14	7	04	φωνὴν	14	sonido	direct
1corintios	14	7	05	διδόντα	11,12,13	al producir un	expanded
1corintios	14	7	06	εἴτε	05,06	como la	expanded
1corintios	14	7	07	αὐλὸς	07	flauta	direct
1corintios	14	7	08	εἴτε	08	o	direct
1corintios	14	7	09	κιθάρα	09,10	el arpa	expanded
1corintios	14	7	10	ἐὰν	15	si	direct
1corintios	14	7	11	διαστολὴν	18,19	con distinción	expanded
1corintios	14	7	12	τοῖς	20	los	direct
1corintios	14	7	13	φθόγγοις	21	sonidos	direct
1corintios	14	7	14	μὴ	16	no	direct
1corintios	14	7	15	δῷ	17	dan	direct
1corintios	14	7	16	πῶς	22	cómo	direct
1corintios	14	7	17	γνωσθήσεται	23,24	se sabrá	expanded
1corintios	14	7	18	τὸ	25,26	lo que	expanded
1corintios	14	7	19	αὐλούμενον	27,28,29,30,31	se toca en la flauta	expanded
1corintios	14	7	20	ἢ	32	o	direct
1corintios	14	7	21	τὸ	33,34	en el	expanded
1corintios	14	7	22	κιθαριζόμενον	35	arpa	direct
