BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1cor	3	19	01	ἡ	02	la	direct
1cor	3	19	02	γὰρ	01	porque	direct
1cor	3	19	03	σοφία	03	sabiduría	direct
1cor	3	19	04	τοῦ	04	de	direct
1cor	3	19	05	κόσμου	06	mundo	direct
1cor	3	19	06	τούτου	05	este	direct
1cor	3	19	07	μωρία	08	necedad	direct
1cor	3	19	08	παρὰ	09	ante	direct
1cor	3	19	09	τῷ	-	-	missing
1cor	3	19	10	θεῷ	10	dios	direct
1cor	3	19	11	ἐστιν	07	es	direct
1cor	3	19	12	γέγραπται	12-13	escrito está	expanded
1cor	3	19	13	γάρ	11	pues	direct
1cor	3	19	14	ὁ	14-17	él es el que	expanded
1cor	3	19	15	δρασσόμενος	18	prende	direct
1cor	3	19	16	τοὺς	19-20	a los	expanded
1cor	3	19	17	σοφοὺς	21	sabios	direct
1cor	3	19	18	ἐν	22	en	direct
1cor	3	19	19	τῇ	23-24	su propia	expanded
1cor	3	19	20	πανουργίᾳ	25	astucia	direct
1cor	3	19	21	αὐτῶν	-	-	missing
