BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1cor	1	24	01	αὐτοῖς	-	-	missing
1cor	1	24	02	δὲ	01-02	sin embargo	expanded
1cor	1	24	03	τοῖς	03-04	para los	expanded
1cor	1	24	04	κλητοῖς	05	llamados	direct
1cor	1	24	05	ἰουδαίοις	07	judíos	direct
1cor	1	24	06	τε	06	tanto	direct
1cor	1	24	07	καὶ	08	como	direct
1cor	1	24	08	ἕλλησιν	09	griegos	direct
1cor	1	24	09	χριστὸν	10-11	cristo es	expanded
1cor	1	24	10	θεοῦ	13-14	de dios	expanded
1cor	1	24	11	δύναμιν	12	poder	direct
1cor	1	24	12	καὶ	15	y	direct
1cor	1	24	13	θεοῦ	17-18	de dios	expanded
1cor	1	24	14	σοφίαν	16	sabiduría	direct
