BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1corintios	9	20	01	καὶ	01,02,03,04,05,06,07	a los judíos me hice como judío	expanded
1corintios	9	20	02	ἐγενόμην	01,02,03,04,05,06,07	a los judíos me hice como judío	shared
1corintios	9	20	03	τοῖς	01,02,03,04,05,06,07	a los judíos me hice como judío	shared
1corintios	9	20	04	ἰουδαίοις	01,02,03,04,05,06,07	a los judíos me hice como judío	shared
1corintios	9	20	05	ὡς	01,02,03,04,05,06,07	a los judíos me hice como judío	shared
1corintios	9	20	06	ἰουδαῖος	01,02,03,04,05,06,07	a los judíos me hice como judío	shared
1corintios	9	20	07	ἵνα	08,09,10,11,12,13	para poder ganar a los judíos	expanded
1corintios	9	20	08	ἰουδαίους	08,09,10,11,12,13	para poder ganar a los judíos	shared
1corintios	9	20	09	κερδήσω	08,09,10,11,12,13	para poder ganar a los judíos	shared
1corintios	9	20	10	τοῖς	14,15,16,17,18,19,20,21,22,23,24	a los que están bajo la ley como bajo la ley	expanded
1corintios	9	20	11	ὑπὸ	14,15,16,17,18,19,20,21,22,23,24	a los que están bajo la ley como bajo la ley	shared
1corintios	9	20	12	νόμον	14,15,16,17,18,19,20,21,22,23,24	a los que están bajo la ley como bajo la ley	shared
1corintios	9	20	13	ὡς	14,15,16,17,18,19,20,21,22,23,24	a los que están bajo la ley como bajo la ley	shared
1corintios	9	20	14	ὑπὸ	14,15,16,17,18,19,20,21,22,23,24	a los que están bajo la ley como bajo la ley	shared
1corintios	9	20	15	νόμον	14,15,16,17,18,19,20,21,22,23,24	a los que están bajo la ley como bajo la ley	shared
1corintios	9	20	16	μὴ	25,26,27,28,29,30,31	aunque yo no estoy bajo la ley	expanded
1corintios	9	20	17	ὢν	25,26,27,28,29,30,31	aunque yo no estoy bajo la ley	shared
1corintios	9	20	18	αὐτὸς	25,26,27,28,29,30,31	aunque yo no estoy bajo la ley	shared
1corintios	9	20	19	ὑπὸ	25,26,27,28,29,30,31	aunque yo no estoy bajo la ley	shared
1corintios	9	20	20	νόμον	25,26,27,28,29,30,31	aunque yo no estoy bajo la ley	shared
1corintios	9	20	21	ἵνα	32,33,34,35,36,37,38,39,40,41	para poder ganar a los que están bajo la ley	expanded
1corintios	9	20	22	τοὺς	32,33,34,35,36,37,38,39,40,41	para poder ganar a los que están bajo la ley	shared
1corintios	9	20	23	ὑπὸ	32,33,34,35,36,37,38,39,40,41	para poder ganar a los que están bajo la ley	shared
1corintios	9	20	24	νόμον	32,33,34,35,36,37,38,39,40,41	para poder ganar a los que están bajo la ley	shared
1corintios	9	20	25	κερδήσω	32,33,34,35,36,37,38,39,40,41	para poder ganar a los que están bajo la ley	shared
