BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1cor	1	23	01	ἡμεῖς	02	nosotros	direct
1cor	1	23	02	δὲ	01	pero	direct
1cor	1	23	03	κηρύσσομεν	03	predicamos	direct
1cor	1	23	04	χριστὸν	04-05	a cristo	expanded
1cor	1	23	05	ἐσταυρωμένον	06	crucificado	direct
1cor	1	23	06	ἰουδαίοις	10-12	para los judíos	expanded
1cor	1	23	07	μὲν	-	-	missing
1cor	1	23	08	σκάνδαλον	07-09	piedra de tropiezo	expanded
1cor	1	23	09	ἔθνεσιν	15-17	para los gentiles	expanded
1cor	1	23	10	δὲ	13	y	expanded
1cor	1	23	11	μωρίαν	14	necedad	direct
