BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1corintios	11	12	01	ὥσπερ	01	porque	direct
1corintios	11	12	02	γὰρ	02	así	direct
1corintios	11	12	03	ἡ	03	como	direct
1corintios	11	12	04	γυνὴ	04,05	la mujer	expanded
1corintios	11	12	05	ἐκ	06	procede	direct
1corintios	11	12	06	τοῦ	07	del	direct
1corintios	11	12	07	ἀνδρός	08	hombre	direct
1corintios	11	12	08	οὕτως	09	también	direct
1corintios	11	12	09	καὶ	10,11	el hombre	expanded
1corintios	11	12	10	ὁ	12	nace	direct
1corintios	11	12	11	ἀνὴρ	13	de	direct
1corintios	11	12	12	διὰ	14,15,16	la mujer y	expanded
1corintios	11	12	13	τῆς	17	todas	direct
1corintios	11	12	14	γυναικός	18	las	direct
1corintios	11	12	15	τὰ	19	cosas	direct
1corintios	11	12	16	δὲ	20,21	proceden de	expanded
1corintios	11	12	17	πάντα	22	dios	direct
1corintios	11	12	18	ἐκ	-	-	missing
1corintios	11	12	19	τοῦ	-	-	missing
1corintios	11	12	20	θεοῦ	-	-	missing
