BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1corintios	9	19	01	ἐλεύθερος	01,02,03,04	porque aunque soy libre	expanded
1corintios	9	19	02	γὰρ	01,02,03,04	porque aunque soy libre	shared
1corintios	9	19	03	ὢν	01,02,03,04	porque aunque soy libre	shared
1corintios	9	19	04	ἐκ	05,06	de todos	expanded
1corintios	9	19	05	πάντων	05,06	de todos	shared
1corintios	9	19	06	πᾶσιν	07,08,09,10,11,12	de todos me he hecho esclavo	expanded
1corintios	9	19	07	ἐμαυτὸν	07,08,09,10,11,12	de todos me he hecho esclavo	shared
1corintios	9	19	08	ἐδούλωσα	07,08,09,10,11,12	de todos me he hecho esclavo	shared
1corintios	9	19	09	ἵνα	13,14,15,16,17,18	para ganar al mayor número posible	expanded
1corintios	9	19	10	τοὺς	13,14,15,16,17,18	para ganar al mayor número posible	shared
1corintios	9	19	11	πλείονας	13,14,15,16,17,18	para ganar al mayor número posible	shared
1corintios	9	19	12	κερδήσω	13,14,15,16,17,18	para ganar al mayor número posible	shared
