BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1corintios	11	17	01	τοῦτο	01	pero	direct
1corintios	11	17	02	δὲ	02,03	al darles	expanded
1corintios	11	17	03	παραγγέλλων	04	estas	direct
1corintios	11	17	04	οὐκ	06	no	direct
1corintios	11	17	05	ἐπαινῶ	07	los	direct
1corintios	11	17	06	ὅτι	08	alabo	direct
1corintios	11	17	07	οὐκ	10	no	direct
1corintios	11	17	08	εἰς	11	se	direct
1corintios	11	17	09	τὸ	12	congregan	direct
1corintios	11	17	10	κρεῖσσον	13	para	direct
1corintios	11	17	11	ἀλλὰ	14,15	lo bueno	expanded
1corintios	11	17	12	εἰς	16	sino	direct
1corintios	11	17	13	τὸ	17	para	direct
1corintios	11	17	14	ἧσσον	18	lo	direct
1corintios	11	17	15	συνέρχεσθε	19	malo	direct
