BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1corintios	11	20	01	συνερχομένων	01	por	direct
1corintios	11	20	02	οὖν	02	tanto	direct
1corintios	11	20	03	ὑμῶν	-	-	missing
1corintios	11	20	04	ἐπὶ	03,04,05	cuando se reúnen	expanded
1corintios	11	20	05	τὸ	06	esto	direct
1corintios	11	20	06	αὐτὸ	07	ya	direct
1corintios	11	20	07	οὐκ	08	no	direct
1corintios	11	20	08	ἔστιν	09	es	direct
1corintios	11	20	09	κυριακὸν	10	comer	direct
1corintios	11	20	10	δεῖπνον	11	la	direct
1corintios	11	20	11	φαγεῖν	12	cena	direct
