BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1cor	4	12	01	καὶ	-	-	missing
1cor	4	12	02	κοπιῶμεν	01-02	nos agotamos	expanded
1cor	4	12	03	ἐργαζόμενοι	03	trabajando	direct
1cor	4	12	04	ταῖς	04	con	expanded
1cor	4	12	05	ἰδίαις	05-06	nuestras propias	expanded
1cor	4	12	06	χερσίν	07	manos	direct
1cor	4	12	07	λοιδορούμενοι	08-10	cuando nos ultrajan	expanded
1cor	4	12	08	εὐλογοῦμεν	11	bendecimos	direct
1cor	4	12	09	διωκόμενοι	12-14	cuando somos perseguidos	expanded
1cor	4	12	10	ἀνεχόμεθα	15-16	lo soportamos	expanded
