BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1cor	7	16	01	τί	02	cómo	direct
1cor	7	16	02	γὰρ	01	pues	direct
1cor	7	16	03	οἶδας	03	sabes	direct
1cor	7	16	04	γύναι	04-05	tú mujer	expanded
1cor	7	16	05	εἰ	06	si	direct
1cor	7	16	06	τὸν	08-09	a tu	expanded
1cor	7	16	07	ἄνδρα	10	marido	direct
1cor	7	16	08	σώσεις	07	salvarás	direct
1cor	7	16	09	ἢ	11	o	direct
1cor	7	16	10	τί	12	cómo	direct
1cor	7	16	11	οἶδας	13	sabes	direct
1cor	7	16	12	ἄνερ	14-15	tú marido	expanded
1cor	7	16	13	εἰ	16	si	direct
1cor	7	16	14	τὴν	18-19	a tu	expanded
1cor	7	16	15	γυναῖκα	20	mujer	direct
1cor	7	16	16	σώσεις	17	salvarás	direct
