BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1cor	7	5	01	μὴ	01	no	direct
1cor	7	5	02	ἀποστερεῖτε	02-03	se priven	expanded
1cor	7	5	03	ἀλλήλους	04-07	el uno del otro	expanded
1cor	7	5	04	εἰ	08	excepto	direct
1cor	7	5	05	μήτι	08	excepto	shared
1cor	7	5	06	ἂν	-	-	missing
1cor	7	5	07	ἐκ	09	de	direct
1cor	7	5	08	συμφώνου	10-11	común acuerdo	expanded
1cor	7	5	09	πρὸς	13	por	direct
1cor	7	5	10	καιρὸν	14-15	cierto tiempo	expanded
1cor	7	5	11	ἵνα	16	para	direct
1cor	7	5	12	σχολάσητε	17	dedicarse	direct
1cor	7	5	13	τῇ	18-19	a la	expanded
1cor	7	5	14	προσευχῇ	20	oración	direct
1cor	7	5	15	καὶ	12	y	direct
1cor	7	5	16	πάλιν	22	después	direct
1cor	7	5	17	ἐπὶ	23	a	direct
1cor	7	5	18	τὸ	24	juntarse	merged-forward
1cor	7	5	19	αὐτὸ	24	juntarse	shared
1cor	7	5	20	ἦτε	21	vuelvan	direct
1cor	7	5	21	ἵνα	25-28	a fin de que	expanded
1cor	7	5	22	μὴ	30	no	direct
1cor	7	5	23	πειράζῃ	32	tiente	direct
1cor	7	5	24	ὑμᾶς	31	los	direct
1cor	7	5	25	ὁ	29	satanás	merged-forward
1cor	7	5	26	σατανᾶς	29	satanás	shared
1cor	7	5	27	διὰ	33-35	por causa de	expanded
1cor	7	5	28	τὴν	-	-	missing
1cor	7	5	29	ἀκρασίαν	36-39	falta de dominio propio	expanded
1cor	7	5	30	ὑμῶν	-	-	missing
