BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1cor	7	13	01	καὶ	01	y	direct
1cor	7	13	02	γυνὴ	02-03	la mujer	expanded
1cor	7	13	03	εἴ	04	cuyo	direct
1cor	7	13	04	τις	04	cuyo	shared
1cor	7	13	05	ἔχει	-	-	missing
1cor	7	13	06	ἄνδρα	05	marido	direct
1cor	7	13	07	ἄπιστον	06-08	no es creyente	expanded
1cor	7	13	08	καὶ	09	y	direct
1cor	7	13	09	οὗτος	10	él	direct
1cor	7	13	10	συνευδοκεῖ	11-12	consiente en	expanded
1cor	7	13	11	οἰκεῖν	13	vivir	direct
1cor	7	13	12	μετʼ	14	con	direct
1cor	7	13	13	αὐτῆς	15	ella	direct
1cor	7	13	14	μὴ	16	no	direct
1cor	7	13	15	ἀφιέτω	17	abandone	direct
1cor	7	13	16	τὸν	18-19	a su	expanded
1cor	7	13	17	ἄνδρα	20	marido	direct
