BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1cor	1	13	01	μεμέρισται	01-02	está dividido	expanded
1cor	1	13	02	ὁ	-	-	missing
1cor	1	13	03	χριστός	03	cristo	direct
1cor	1	13	04	μὴ	04	acaso	direct
1cor	1	13	05	παῦλος	06	pablo	direct
1cor	1	13	06	ἐσταυρώθη	05,07	fue crucificado	expanded
1cor	1	13	07	ὑπὲρ	08	por	direct
1cor	1	13	08	ὑμῶν	09	ustedes	direct
1cor	1	13	09	ἢ	10	o	direct
1cor	1	13	10	εἰς	13	en	direct
1cor	1	13	11	τὸ	14	el	direct
1cor	1	13	12	ὄνομα	15	nombre	direct
1cor	1	13	13	παύλου	16-17	de pablo	expanded
1cor	1	13	14	ἐβαπτίσθητε	11-12	fueron bautizados	expanded
