BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1corintios	11	22	01	μὴ	02	no	direct
1corintios	11	22	02	γὰρ	03	tienen	direct
1corintios	11	22	03	οἰκίας	04	casas	direct
1corintios	11	22	04	οὐκ	05	para	direct
1corintios	11	22	05	ἔχετε	06	comer	direct
1corintios	11	22	06	εἰς	07	y	direct
1corintios	11	22	07	τὸ	08	beber	direct
1corintios	11	22	08	ἐσθίειν	09	o	direct
1corintios	11	22	09	καὶ	10,11	desprecian la	expanded
1corintios	11	22	10	πίνειν	12	iglesia	direct
1corintios	11	22	11	ἢ	13	de	direct
1corintios	11	22	12	τῆς	14	dios	direct
1corintios	11	22	13	ἐκκλησίας	15	y	direct
1corintios	11	22	14	τοῦ	16	avergüenzan	direct
1corintios	11	22	15	θεοῦ	17,18	a los	expanded
1corintios	11	22	16	καταφρονεῖτε	19	que	direct
1corintios	11	22	17	καὶ	20,21	nada tienen	expanded
1corintios	11	22	18	καταισχύνετε	22	qué	direct
1corintios	11	22	19	τοὺς	23	les	direct
1corintios	11	22	20	μὴ	29	no	direct
1corintios	11	22	21	ἔχοντας	30	los	direct
1corintios	11	22	22	τί	31	alabaré	expanded
1corintios	11	22	23	εἴπω	31	alabaré	shared
1corintios	11	22	24	ὑμῖν	-	-	missing
1corintios	11	22	25	ἐπαινέσω	-	-	missing
1corintios	11	22	26	ὑμᾶς	-	-	missing
1corintios	11	22	27	ἐν	-	-	missing
1corintios	11	22	28	τούτῳ	-	-	missing
1corintios	11	22	29	οὐκ	-	-	missing
1corintios	11	22	30	ἐπαινῶ	-	-	missing
