BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1cor	3	3	01	ἔτι	02	todavía	direct
1cor	3	3	02	γὰρ	01	porque	direct
1cor	3	3	03	σαρκικοί	04	carnales	direct
1cor	3	3	04	ἐστε	03	son	direct
1cor	3	3	05	ὅπου	06	habiendo	expanded
1cor	3	3	06	γὰρ	05	pues	direct
1cor	3	3	07	ἐν	10	entre	expanded
1cor	3	3	08	ὑμῖν	11	ustedes	direct
1cor	3	3	09	ζῆλος	07	celos	direct
1cor	3	3	10	καὶ	08	y	direct
1cor	3	3	11	ἔρις	09	discusiones	direct
1cor	3	3	12	οὐχὶ	12	no	direct
1cor	3	3	13	σαρκικοί	14	carnales	direct
1cor	3	3	14	ἐστε	13	son	direct
1cor	3	3	15	καὶ	15	y	direct
1cor	3	3	16	κατὰ	17	como	direct
1cor	3	3	17	ἄνθρωπον	18-20	hombres del mundo	expanded
1cor	3	3	18	περιπατεῖτε	16	andan	direct
