BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1cor	4	17	01	διὰ	01	por	direct
1cor	4	17	02	τοῦτο	02-03	esta razón	expanded
1cor	4	17	03	ἔπεμψα	05-06	he enviado	expanded
1cor	4	17	04	ὑμῖν	04	les	direct
1cor	4	17	05	τιμόθεον	07-08	a timoteo	expanded
1cor	4	17	06	ὅς	09	que	direct
1cor	4	17	07	ἐστίν	10	es	direct
1cor	4	17	08	μου	11	mi	direct
1cor	4	17	09	τέκνον	12	hijo	direct
1cor	4	17	10	ἀγαπητὸν	13	amado	direct
1cor	4	17	11	καὶ	14	y	direct
1cor	4	17	12	πιστὸν	15	fiel	direct
1cor	4	17	13	ἐν	16	en	direct
1cor	4	17	14	κυρίῳ	17-18	el señor	expanded
1cor	4	17	15	ὃς	19	él	expanded
1cor	4	17	16	ὑμᾶς	20	les	direct
1cor	4	17	17	ἀναμνήσει	21	recordará	direct
1cor	4	17	18	τὰς	-	-	missing
1cor	4	17	19	ὁδούς	23	caminos	direct
1cor	4	17	20	μου	22	mis	direct
1cor	4	17	21	τὰς	24-25	los caminos	expanded
1cor	4	17	22	ἐν	26	en	direct
1cor	4	17	23	χριστῷ	27	cristo	direct
1cor	4	17	24	ἰησοῦ	-	-	missing
1cor	4	17	25	καθὼς	28-29	tal como	expanded
1cor	4	17	26	πανταχοῦ	32-34	en todas partes	expanded
1cor	4	17	27	ἐν	35	en	direct
1cor	4	17	28	πάσῃ	36	cada	expanded
1cor	4	17	29	ἐκκλησίᾳ	37	iglesia	direct
1cor	4	17	30	διδάσκω	30-31	yo enseño	expanded
