BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1cor	6	5	01	πρὸς	01	para	direct
1cor	6	5	02	ἐντροπὴν	02	vergüenza	direct
1cor	6	5	03	ὑμῖν	03	suya	direct
1cor	6	5	04	λέγω	04-05	lo digo	expanded
1cor	6	5	05	οὕτως	-	-	missing
1cor	6	5	06	οὐκ	06-08	acaso no hay	expanded
1cor	6	5	07	ἔνι	08	hay	shared
1cor	6	5	08	ἐν	09	entre	direct
1cor	6	5	09	ὑμῖν	10	ustedes	direct
1cor	6	5	10	οὐδεὶς	11	algún	expanded
1cor	6	5	11	σοφὸς	12-13	hombre sabio	expanded
1cor	6	5	12	ὃς	14	que	direct
1cor	6	5	13	δυνήσεται	15	pueda	direct
1cor	6	5	14	διακρῖναι	16	juzgar	direct
1cor	6	5	15	ἀνὰ	17	entre	direct
1cor	6	5	16	μέσον	-	-	missing
1cor	6	5	17	τοῦ	18	sus	expanded
1cor	6	5	18	ἀδελφοῦ	19	hermanos	expanded
1cor	6	5	19	αὐτοῦ	18	sus	shared
