BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
filemon	1	7	01	⸀χαρὰν	01	Pues	direct
filemon	1	7	02	γὰρ	02	he	direct
filemon	1	7	03	⸂πολλὴν	03	llegado	direct
filemon	1	7	04	ἔσχον⸃	04	a	direct
filemon	1	7	05	καὶ	05,06	tener mucho	expanded
filemon	1	7	06	παράκλησιν	07	gozo	direct
filemon	1	7	07	ἐπὶ	08,09,10	y consuelo en	expanded
filemon	1	7	08	τῇ	11,12	tu amor,	expanded
filemon	1	7	09	ἀγάπῃ	13	porque	direct
filemon	1	7	10	σου,	14	los	direct
filemon	1	7	11	ὅτι	15	corazones	direct
filemon	1	7	12	τὰ	17	los	direct
filemon	1	7	13	σπλάγχνα	18	santos	direct
filemon	1	7	14	τῶν	19,20	han sido	expanded
filemon	1	7	15	ἁγίων	21	confortados	direct
filemon	1	7	16	ἀναπέπαυται	22	por	direct
filemon	1	7	17	διὰ	23,24	ti, hermano.	expanded
filemon	1	7	18	σοῦ,	-	-	missing
filemon	1	7	19	ἀδελφέ.	-	-	missing
