BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
filemon	1	2	01	καὶ	01,02	y a	expanded
filemon	1	2	02	Ἀπφίᾳ	03	la	direct
filemon	1	2	03	τῇ	04,05	hermana Apia,	expanded
filemon	1	2	04	⸀ἀδελφῇ	06	y	direct
filemon	1	2	05	καὶ	07,08	a Arquipo,	expanded
filemon	1	2	06	Ἀρχίππῳ	09	nuestro	direct
filemon	1	2	07	τῷ	10	compañero	direct
filemon	1	2	08	συστρατιώτῃ	11	de	direct
filemon	1	2	09	ἡμῶν	12	lucha,	direct
filemon	1	2	10	καὶ	13,14	y a	expanded
filemon	1	2	11	τῇ	15,16	la iglesia	expanded
filemon	1	2	12	κατʼ	17	que	direct
filemon	1	2	13	οἶκόν	18	está	direct
filemon	1	2	14	σου	19	en	direct
filemon	1	2	15	ἐκκλησίᾳ·	20	tu	direct
