BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
filemon	1	19	01	ἐγὼ	01	Yo,	direct
filemon	1	19	02	Παῦλος	02	Pablo,	direct
filemon	1	19	03	ἔγραψα	03,04	escribo esto	expanded
filemon	1	19	04	τῇ	05	con	expanded
filemon	1	19	05	ἐμῇ	06,07	mi propia	expanded
filemon	1	19	06	χειρί,	08	mano.	direct
filemon	1	19	07	ἐγὼ	09	Yo	direct
filemon	1	19	08	ἀποτίσω·	10,11	lo pagaré	expanded
filemon	1	19	09	ἵνα	12	(por	expanded
filemon	1	19	10	μὴ	13	no	direct
filemon	1	19	11	λέγω	14	decirte	direct
filemon	1	19	12	σοι	14	decirte	shared
filemon	1	19	13	ὅτι	15	que	direct
filemon	1	19	14	καὶ	16	aun	direct
filemon	1	19	15	σεαυτόν	17,18	tú mismo	expanded
filemon	1	19	16	μοι	19,20,22,23	te me a mí).	expanded
filemon	1	19	17	προσοφείλεις.	21	debes	direct
