BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
filemon	1	13	01	ὃν	01	Hubiera	direct
filemon	1	13	02	ἐγὼ	02	querido	direct
filemon	1	13	03	ἐβουλόμην	03	retenerlo	direct
filemon	1	13	04	πρὸς	04	conmigo,	direct
filemon	1	13	05	ἐμαυτὸν	05	para	direct
filemon	1	13	06	κατέχειν,	06	que	direct
filemon	1	13	07	ἵνα	07,08,09,10	me sirviera en lugar	expanded
filemon	1	13	08	ὑπὲρ	11	tuyo	direct
filemon	1	13	09	σοῦ	12	en	direct
filemon	1	13	10	⸂μοι	13	mis	direct
filemon	1	13	11	διακονῇ⸃	14	prisiones	direct
filemon	1	13	12	ἐν	15,16,17	por el evangelio.	expanded
filemon	1	13	13	τοῖς	-	-	missing
filemon	1	13	14	δεσμοῖς	-	-	missing
filemon	1	13	15	τοῦ	-	-	missing
filemon	1	13	16	εὐαγγελίου,	-	-	missing
