BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
romanos	10	15	01	πῶς	01	¿Y	direct
romanos	10	15	02	δὲ	02,03	cómo predicarán	expanded
romanos	10	15	03	⸀κηρύξωσιν	04	si	direct
romanos	10	15	04	ἐὰν	05	no	direct
romanos	10	15	05	μὴ	06	son	direct
romanos	10	15	06	ἀποσταλῶσιν;	07	enviados?	direct
romanos	10	15	07	⸀καθὼς	08	Tal	direct
romanos	10	15	08	γέγραπται·	09	como	direct
romanos	10	15	09	Ὡς	10	está	direct
romanos	10	15	10	ὡραῖοι	11	escrito:	direct
romanos	10	15	11	οἱ	12	«¡CUAN	direct
romanos	10	15	12	πόδες	13	HERMOSOS	direct
romanos	10	15	13	τῶν	14,15	SON LOS	expanded
romanos	10	15	14	⸀εὐαγγελιζομένων	16	PIES	direct
romanos	10	15	15	⸀τὰ	17	DE	direct
romanos	10	15	16	ἀγαθά.	18	LOS	direct
