BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
filemon	1	5	01	ἀκούων	01	porque	direct
filemon	1	5	02	σου	02	oigo	direct
filemon	1	5	03	τὴν	08	la	direct
filemon	1	5	04	ἀγάπην	09	fe	direct
filemon	1	5	05	καὶ	10,11	que tienes	expanded
filemon	1	5	06	τὴν	12	hacia	direct
filemon	1	5	07	πίστιν	13	el	direct
filemon	1	5	08	ἣν	14	Señor	direct
filemon	1	5	09	ἔχεις	15	Jesús	direct
filemon	1	5	10	⸀πρὸς	16	y	direct
filemon	1	5	11	τὸν	17	hacia	direct
filemon	1	5	12	κύριον	18	todos	direct
filemon	1	5	13	Ἰησοῦν	19	los	direct
filemon	1	5	14	καὶ	20	santos.	expanded
filemon	1	5	15	εἰς	-	-	missing
filemon	1	5	16	πάντας	-	-	missing
filemon	1	5	17	τοὺς	-	-	missing
filemon	1	5	18	ἁγίους,	-	-	missing
