BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
filemon	1	9	01	διὰ	03,04	por causa	expanded
filemon	1	9	02	τὴν	05	del	expanded
filemon	1	9	03	ἀγάπην	06,07,08,09	amor que te tengo,	expanded
filemon	1	9	04	μᾶλλον	01,02	no obstante,	expanded
filemon	1	9	05	παρακαλῶ,	10,11,12,13	te hago un ruego,	expanded
filemon	1	9	06	τοιοῦτος	14	siendo	expanded
filemon	1	9	07	ὢν	16	soy,	direct
filemon	1	9	08	ὡς	15	como	direct
filemon	1	9	09	Παῦλος	17	Pablo,	direct
filemon	1	9	10	πρεσβύτης	18	anciano,	direct
filemon	1	9	11	νυνὶ	20	ahora	direct
filemon	1	9	12	δὲ	19	y	expanded
filemon	1	9	13	καὶ	21	también	direct
filemon	1	9	14	δέσμιος	22	prisionero	direct
filemon	1	9	15	⸂Χριστοῦ	23,24	de Cristo	expanded
filemon	1	9	16	Ἰησοῦ⸃—	25	Jesús:	direct
