BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
filemon	1	16	01	οὐκέτι	01,02	ya no	expanded
filemon	1	16	02	ὡς	03	como	direct
filemon	1	16	03	δοῦλον	04	esclavo,	direct
filemon	1	16	04	ἀλλὰ	05	sino	direct
filemon	1	16	05	ὑπὲρ	06,07,08,09	como más que un	expanded
filemon	1	16	06	δοῦλον,	10	esclavo,	direct
filemon	1	16	07	ἀδελφὸν	11,12,13	como un hermano	expanded
filemon	1	16	08	ἀγαπητόν,	14	amado,	direct
filemon	1	16	09	μάλιστα	15	especialmente	direct
filemon	1	16	10	ἐμοί,	16,17	para mí,	expanded
filemon	1	16	11	πόσῳ	19,20	cuánto más	expanded
filemon	1	16	12	δὲ	18	pero	direct
filemon	1	16	13	μᾶλλον	20	más	shared
filemon	1	16	14	σοὶ	21,22	para ti,	expanded
filemon	1	16	15	καὶ	23,27	tanto como	expanded
filemon	1	16	16	ἐν	24	en	direct
filemon	1	16	17	σαρκὶ	25,26	la carne	expanded
filemon	1	16	18	καὶ	27	como	shared
filemon	1	16	19	ἐν	28	en	direct
filemon	1	16	20	κυρίῳ.	29,30	el Señor.	expanded
