BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
filemon	1	22	01	ἅμα	01	Y	direct
filemon	1	22	02	δὲ	02,03	al mismo	expanded
filemon	1	22	03	καὶ	04,05	tiempo, prepárame	expanded
filemon	1	22	04	ἑτοίμαζέ	06	también	direct
filemon	1	22	05	μοι	07	alojamiento,	direct
filemon	1	22	06	ξενίαν,	08	pues	direct
filemon	1	22	07	ἐλπίζω	09	espero	direct
filemon	1	22	08	γὰρ	10	que	direct
filemon	1	22	09	ὅτι	11	por	direct
filemon	1	22	10	διὰ	12,13,14	las oraciones de	expanded
filemon	1	22	11	τῶν	15,16	ustedes les	expanded
filemon	1	22	12	προσευχῶν	17	seré	direct
filemon	1	22	13	ὑμῶν	-	-	missing
filemon	1	22	14	χαρισθήσομαι	18	concedido.	direct
filemon	1	22	15	ὑμῖν.	-	-	missing
