BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
romanos	1	27	01	ὁμοίως	01,02,03,04	De la misma manera	expanded
romanos	1	27	02	τε	05	también	direct
romanos	1	27	03	καὶ	06,07	los hombres,	expanded
romanos	1	27	04	οἱ	08	abandonando	direct
romanos	1	27	05	ἄρσενες	09	el	direct
romanos	1	27	06	ἀφέντες	10	uso	direct
romanos	1	27	07	τὴν	13	la	direct
romanos	1	27	08	φυσικὴν	14	mujer,	direct
romanos	1	27	09	χρῆσιν	15	se	direct
romanos	1	27	10	τῆς	16	encendieron	direct
romanos	1	27	11	θηλείας	17	en	direct
romanos	1	27	12	ἐξεκαύθησαν	18	su	direct
romanos	1	27	13	ἐν	19,20,21	lujuria unos con	expanded
romanos	1	27	14	τῇ	22,23	otros, cometiendo	expanded
romanos	1	27	15	ὀρέξει	24	hechos	direct
romanos	1	27	16	αὐτῶν	25	vergonzosos	direct
romanos	1	27	17	εἰς	26	hombres	direct
romanos	1	27	18	ἀλλήλους,	27	con	direct
romanos	1	27	19	ἄρσενες	28	hombres,	direct
romanos	1	27	20	ἐν	29,30,31	y recibiendo en	expanded
romanos	1	27	21	ἄρσεσιν	32	sí	direct
romanos	1	27	22	τὴν	33	mismos	direct
romanos	1	27	23	ἀσχημοσύνην	34	el	direct
romanos	1	27	24	κατεργαζόμενοι	35	castigo	direct
romanos	1	27	25	καὶ	36,37	correspondiente a	expanded
romanos	1	27	26	τὴν	38	su	direct
romanos	1	27	27	ἀντιμισθίαν	39	extravío.	direct
romanos	1	27	28	ἣν	-	-	missing
romanos	1	27	29	ἔδει	-	-	missing
romanos	1	27	30	τῆς	-	-	missing
romanos	1	27	31	πλάνης	-	-	missing
romanos	1	27	32	αὐτῶν	-	-	missing
romanos	1	27	33	ἐν	-	-	missing
romanos	1	27	34	⸀ἑαυτοῖς	-	-	missing
romanos	1	27	35	ἀπολαμβάνοντες.	-	-	missing
