BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
romanos	7	17	01	νυνὶ	01	Así	direct
romanos	7	17	02	δὲ	02,03	que ya	expanded
romanos	7	17	03	οὐκέτι	04	no	direct
romanos	7	17	04	ἐγὼ	06	yo	direct
romanos	7	17	05	κατεργάζομαι	07	el	direct
romanos	7	17	06	αὐτὸ	08	que	direct
romanos	7	17	07	ἀλλὰ	09,10	lo hace,	expanded
romanos	7	17	08	ἡ	11	sino	direct
romanos	7	17	09	⸀οἰκοῦσα	12	el	direct
romanos	7	17	10	ἐν	13,14,15	pecado que habita	expanded
romanos	7	17	11	ἐμοὶ	16	en	direct
romanos	7	17	12	ἁμαρτία.	17	mí.	direct
