BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
romanos	8	23	01	οὐ	02	no	direct
romanos	8	23	02	μόνον	03	solo	direct
romanos	8	23	03	δέ,	04	ella,	direct
romanos	8	23	04	ἀλλὰ	05,06	sino que	expanded
romanos	8	23	05	⸂καὶ	07	también	direct
romanos	8	23	06	αὐτοὶ⸃	08	nosotros	direct
romanos	8	23	07	τὴν	09	mismos,	direct
romanos	8	23	08	ἀπαρχὴν	10	que	direct
romanos	8	23	09	τοῦ	11	tenemos	direct
romanos	8	23	10	πνεύματος	12	las	direct
romanos	8	23	11	ἔχοντες	13	primicias	direct
romanos	8	23	12	⸂ἡμεῖς	14	del	direct
romanos	8	23	13	καὶ⸃	15	Espíritu,	direct
romanos	8	23	14	αὐτοὶ	16	aun	direct
romanos	8	23	15	ἐν	17,18,19	nosotros mismos gemimos	expanded
romanos	8	23	16	ἑαυτοῖς	20	en	direct
romanos	8	23	17	στενάζομεν,	21	nuestro	direct
romanos	8	23	18	υἱοθεσίαν	22	interior,	direct
romanos	8	23	19	ἀπεκδεχόμενοι	23	aguardando	direct
romanos	8	23	20	τὴν	25	la	direct
romanos	8	23	21	ἀπολύτρωσιν	26	adopción	direct
romanos	8	23	22	τοῦ	31	de	direct
romanos	8	23	23	σώματος	32	nuestro	direct
romanos	8	23	24	ἡμῶν.	33	cuerpo.	direct
