BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
romanos	10	18	01	Ἀλλὰ	01	Pero	direct
romanos	10	18	02	λέγω,	02	yo	direct
romanos	10	18	03	μὴ	03	digo,	direct
romanos	10	18	04	οὐκ	04	¿acaso	direct
romanos	10	18	05	ἤκουσαν;	05	nunca	direct
romanos	10	18	06	μενοῦνγε·	06	han	direct
romanos	10	18	07	Εἰς	07	oído?	direct
romanos	10	18	08	πᾶσαν	08	Ciertamente	direct
romanos	10	18	09	τὴν	09	que	direct
romanos	10	18	10	γῆν	10	sí:	direct
romanos	10	18	11	ἐξῆλθεν	11	«POR	direct
romanos	10	18	12	ὁ	12	TODA	direct
romanos	10	18	13	φθόγγος	13	LA	direct
romanos	10	18	14	αὐτῶν,	14	TIERRA	direct
romanos	10	18	15	καὶ	15,16	HA SALIDO	expanded
romanos	10	18	16	εἰς	17	SU	direct
romanos	10	18	17	τὰ	18	VOZ,	direct
romanos	10	18	18	πέρατα	19	Y	direct
romanos	10	18	19	τῆς	20	HASTA	direct
romanos	10	18	20	οἰκουμένης	21	LOS	direct
romanos	10	18	21	τὰ	22	CONFINES	direct
romanos	10	18	22	ῥήματα	23	DEL	direct
romanos	10	18	23	αὐτῶν.	24	MUNDO	direct
