BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
romanos	14	13	01	Μηκέτι	01	Por	direct
romanos	14	13	02	οὖν	02	tanto,	direct
romanos	14	13	03	ἀλλήλους	03,04,05,06	ya no nos juzguemos	expanded
romanos	14	13	04	κρίνωμεν·	07	los	direct
romanos	14	13	05	ἀλλὰ	08,09	unos a	expanded
romanos	14	13	06	τοῦτο	10	los	direct
romanos	14	13	07	κρίνατε	11	otros,	direct
romanos	14	13	08	μᾶλλον,	12	sino	direct
romanos	14	13	09	τὸ	13	más	direct
romanos	14	13	10	μὴ	17	no	direct
romanos	14	13	11	τιθέναι	18	poner	direct
romanos	14	13	12	πρόσκομμα	19	obstáculo	direct
romanos	14	13	13	τῷ	20	o	direct
romanos	14	13	14	ἀδελφῷ	21,22	piedra de	expanded
romanos	14	13	15	ἢ	23	tropiezo	direct
romanos	14	13	16	σκάνδαλον.	24	al	direct
