BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
romanos	15	5	01	ὁ	01	Y	direct
romanos	15	5	02	δὲ	02,03	que el	expanded
romanos	15	5	03	θεὸς	04	Dios	direct
romanos	15	5	04	τῆς	05	de	direct
romanos	15	5	05	ὑπομονῆς	06	la	direct
romanos	15	5	06	καὶ	07,08	paciencia y	expanded
romanos	15	5	07	τῆς	09	del	direct
romanos	15	5	08	παρακλήσεως	10	consuelo	direct
romanos	15	5	09	δῴη	11	les	direct
romanos	15	5	10	ὑμῖν	12	conceda	direct
romanos	15	5	11	τὸ	14	el	direct
romanos	15	5	12	αὐτὸ	15	mismo	direct
romanos	15	5	13	φρονεῖν	16	sentir	direct
romanos	15	5	14	ἐν	17,18,19	los unos para	expanded
romanos	15	5	15	ἀλλήλοις	20	con	direct
romanos	15	5	16	κατὰ	21	los	direct
romanos	15	5	17	⸂Χριστὸν	22	otros	direct
romanos	15	5	18	Ἰησοῦν⸃,	23	conforme	direct
