BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
romanos	13	4	01	θεοῦ	01,02	pues es	expanded
romanos	13	4	02	γὰρ	03	para	direct
romanos	13	4	03	διάκονός	04	ti	direct
romanos	13	4	04	ἐστιν	05	un	direct
romanos	13	4	05	σοὶ	06	ministro	direct
romanos	13	4	06	εἰς	07	de	direct
romanos	13	4	07	τὸ	08	Dios	direct
romanos	13	4	08	ἀγαθόν.	09	para	direct
romanos	13	4	09	ἐὰν	10,11	bien. Pero	expanded
romanos	13	4	10	δὲ	10,11	bien. Pero	shared
romanos	13	4	11	τὸ	12	si	direct
romanos	13	4	12	κακὸν	13	haces	direct
romanos	13	4	13	ποιῇς,	14	lo	direct
romanos	13	4	14	φοβοῦ·	15	malo,	direct
romanos	13	4	15	οὐ	18	no	direct
romanos	13	4	16	γὰρ	19	en	direct
romanos	13	4	17	εἰκῇ	20	vano	direct
romanos	13	4	18	τὴν	22	la	direct
romanos	13	4	19	μάχαιραν	23	espada,	direct
romanos	13	4	20	φορεῖ·	24	pues	direct
romanos	13	4	21	θεοῦ	25,26	es ministro	expanded
romanos	13	4	22	γὰρ	27	de	direct
romanos	13	4	23	διάκονός	28	Dios,	direct
romanos	13	4	24	ἐστιν,	29	un	direct
romanos	13	4	25	ἔκδικος	30	vengador	direct
romanos	13	4	26	εἰς	31	que	direct
romanos	13	4	27	ὀργὴν	32	castiga	direct
romanos	13	4	28	τῷ	33	al	direct
romanos	13	4	29	τὸ	34	que	direct
romanos	13	4	30	κακὸν	35	practica	direct
romanos	13	4	31	πράσσοντι.	36	lo	direct
