BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
romanos	6	17	01	χάρις	01	Pero	direct
romanos	6	17	02	δὲ	02,03	gracias a	expanded
romanos	6	17	03	τῷ	04	Dios,	direct
romanos	6	17	04	θεῷ	05	que	direct
romanos	6	17	05	ὅτι	06	aunque	direct
romanos	6	17	06	ἦτε	07	ustedes	direct
romanos	6	17	07	δοῦλοι	08	eran	direct
romanos	6	17	08	τῆς	09	esclavos	direct
romanos	6	17	09	ἁμαρτίας	10	del	direct
romanos	6	17	10	ὑπηκούσατε	11	pecado,	direct
romanos	6	17	11	δὲ	12,13	se hicieron	expanded
romanos	6	17	12	ἐκ	14	obedientes	direct
romanos	6	17	13	καρδίας	15	de	direct
romanos	6	17	14	εἰς	16	corazón	direct
romanos	6	17	15	ὃν	17	a	direct
romanos	6	17	16	παρεδόθητε	18	aquella	direct
romanos	6	17	17	τύπον	19	forma	direct
romanos	6	17	18	διδαχῆς,	20	de	direct
