BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
romanos	7	2	01	ἡ	02	la	direct
romanos	7	2	02	γὰρ	03	mujer	direct
romanos	7	2	03	ὕπανδρος	04	casada	direct
romanos	7	2	04	γυνὴ	05,06	está ligada	expanded
romanos	7	2	05	τῷ	07	por	direct
romanos	7	2	06	ζῶντι	08	la	direct
romanos	7	2	07	ἀνδρὶ	09	ley	direct
romanos	7	2	08	δέδεται	10,11	a su	expanded
romanos	7	2	09	νόμῳ·	12	marido	direct
romanos	7	2	10	ἐὰν	16,17	pero si	expanded
romanos	7	2	11	δὲ	16,17	pero si	shared
romanos	7	2	12	ἀποθάνῃ	18	su	direct
romanos	7	2	13	ὁ	19	marido	direct
romanos	7	2	14	ἀνήρ,	20	muere,	direct
romanos	7	2	15	κατήργηται	21	queda	direct
romanos	7	2	16	ἀπὸ	22	libre	direct
romanos	7	2	17	τοῦ	23	de	direct
romanos	7	2	18	νόμου	24	la	direct
romanos	7	2	19	τοῦ	25	ley	direct
romanos	7	2	20	ἀνδρός.	26	en	direct
