BOOK	CH	VS	G_IDX	GREEK	NBLA_IDX	NBLA_TEXT	ALIGNMENT
1cor	3	17	01	εἴ	01	si	direct
1cor	3	17	02	τις	02	alguno	direct
1cor	3	17	03	τὸν	04	el	direct
1cor	3	17	04	ναὸν	05	templo	direct
1cor	3	17	05	τοῦ	06	de	direct
1cor	3	17	06	θεοῦ	07	dios	direct
1cor	3	17	07	φθείρει	03	destruye	direct
1cor	3	17	08	φθερεῖ	09-10	lo destruirá	expanded
1cor	3	17	09	τοῦτον	11-12	a él	expanded
1cor	3	17	10	ὁ	-	-	missing
1cor	3	17	11	θεός	08	dios	direct
1cor	3	17	12	ὁ	14	el	direct
1cor	3	17	13	γὰρ	13	porque	direct
1cor	3	17	14	ναὸς	15	templo	direct
1cor	3	17	15	τοῦ	16	de	direct
1cor	3	17	16	θεοῦ	17	dios	direct
1cor	3	17	17	ἅγιός	19	santo	direct
1cor	3	17	18	ἐστιν	18	es	direct
1cor	3	17	19	οἵτινές	20-24	y eso es lo que	expanded
1cor	3	17	20	ἐστε	26	son	direct
1cor	3	17	21	ὑμεῖς	25	ustedes	direct
